user_id,song_id,timestamp,duration_sec
u001,s0079,2025-03-10 03:45:00,158
u001,s0031,2025-03-10 04:49:00,399
u001,s0081,2025-03-10 05:43:00,91
u001,s0138,2025-03-10 08:58:00,420
u001,s0048,2025-03-10 11:59:00,128
u001,s0190,2025-03-10 12:59:00,277
u001,s0186,2025-03-10 14:14:00,331
u001,s0135,2025-03-10 17:33:00,335
u001,s0026,2025-03-10 18:50:00,129
u001,s0059,2025-03-10 20:10:00,214
u001,s0078,2025-03-10 21:00:00,37
u001,s0137,2025-03-11 00:06:00,94
u001,s0012,2025-03-11 01:21:00,57
u001,s0075,2025-03-11 03:47:00,387
u001,s0164,2025-03-11 04:24:00,415
u001,s0027,2025-03-11 06:34:00,36
u001,s0073,2025-03-11 09:05:00,270
u001,s0113,2025-03-11 11:12:00,204
u001,s0014,2025-03-11 12:04:00,159
u001,s0123,2025-03-11 15:49:00,88
u001,s0017,2025-03-11 19:24:00,235
u001,s0019,2025-03-11 21:34:00,325
u001,s0176,2025-03-12 00:20:00,57
u001,s0039,2025-03-12 01:03:00,318
u001,s0022,2025-03-12 02:25:00,157
u001,s0143,2025-03-12 03:00:00,243
u001,s0153,2025-03-12 05:40:00,346
u001,s0199,2025-03-12 06:42:00,297
u001,s0116,2025-03-12 08:24:00,256
u001,s0151,2025-03-12 09:45:00,249
u001,s0146,2025-03-12 11:08:00,347
u001,s0157,2025-03-12 11:28:00,408
u001,s0196,2025-03-12 11:58:00,136
u001,s0055,2025-03-12 14:43:00,165
u001,s0021,2025-03-12 17:37:00,110
u001,s0045,2025-03-12 18:43:00,312
u001,s0041,2025-03-12 19:07:00,31
u002,s0177,2025-03-01 02:00:00,334
u002,s0075,2025-03-01 04:05:00,46
u002,s0074,2025-03-01 05:09:00,391
u002,s0180,2025-03-01 06:26:00,262
u002,s0176,2025-03-01 06:49:00,149
u002,s0161,2025-03-01 08:01:00,331
u002,s0051,2025-03-01 10:55:00,247
u002,s0140,2025-03-01 11:29:00,145
u002,s0039,2025-03-01 14:19:00,166
u002,s0037,2025-03-01 17:55:00,66
u002,s0043,2025-03-01 18:15:00,187
u002,s0192,2025-03-01 20:52:00,321
u002,s0074,2025-03-02 00:52:00,254
u002,s0120,2025-03-02 01:28:00,382
u002,s0180,2025-03-02 02:50:00,236
u002,s0129,2025-03-02 04:04:00,306
u002,s0113,2025-03-02 06:15:00,71
u002,s0011,2025-03-02 08:53:00,251
u002,s0083,2025-03-02 12:06:00,339
u002,s0007,2025-03-02 13:15:00,76
u002,s0173,2025-03-02 14:18:00,324
u002,s0006,2025-03-02 16:53:00,374
u002,s0069,2025-03-02 20:28:00,325
u002,s0196,2025-03-02 20:43:00,417
u002,s0121,2025-03-02 21:32:00,295
u002,s0114,2025-03-03 00:23:00,172
u002,s0150,2025-03-03 01:14:00,253
u002,s0126,2025-03-03 04:01:00,76
u002,s0090,2025-03-03 06:06:00,239
u002,s0083,2025-03-03 07:36:00,373
u002,s0042,2025-03-03 08:07:00,198
u002,s0178,2025-03-03 09:57:00,283
u002,s0170,2025-03-03 11:15:00,235
u002,s0195,2025-03-03 14:48:00,311
u002,s0117,2025-03-03 15:02:00,75
u002,s0065,2025-03-03 16:27:00,195
u002,s0198,2025-03-03 17:01:00,236
u002,s0132,2025-03-03 20:47:00,30
u002,s0139,2025-03-03 23:40:00,266
u002,s0014,2025-03-04 01:30:00,126
u002,s0093,2025-03-04 03:47:00,348
u002,s0128,2025-03-04 07:05:00,350
u002,s0195,2025-03-04 09:03:00,56
u002,s0069,2025-03-04 10:00:00,311
u002,s0074,2025-03-04 10:38:00,254
u002,s0179,2025-03-04 14:28:00,278
u002,s0008,2025-03-04 15:04:00,352
u002,s0062,2025-03-04 17:44:00,393
u002,s0080,2025-03-04 18:29:00,312
u002,s0142,2025-03-04 18:37:00,238
u002,s0058,2025-03-04 19:05:00,88
u002,s0031,2025-03-04 21:08:00,361
u002,s0040,2025-03-05 00:46:00,285
u002,s0075,2025-03-05 03:54:00,290
u002,s0070,2025-03-05 06:59:00,242
u002,s0124,2025-03-05 10:37:00,271
u002,s0117,2025-03-05 11:44:00,312
u002,s0099,2025-03-05 12:26:00,127
u002,s0154,2025-03-05 16:26:00,290
u002,s0035,2025-03-05 19:42:00,65
u002,s0198,2025-03-05 20:57:00,242
u002,s0130,2025-03-05 22:29:00,166
u002,s0001,2025-03-06 02:04:00,174
u002,s0077,2025-03-06 05:14:00,330
u002,s0169,2025-03-06 07:47:00,280
u002,s0039,2025-03-06 11:33:00,258
u002,s0124,2025-03-06 13:55:00,206
u002,s0142,2025-03-06 15:25:00,420
u002,s0097,2025-03-06 17:49:00,263
u002,s0049,2025-03-06 19:16:00,387
u002,s0147,2025-03-06 20:22:00,226
u002,s0199,2025-03-06 21:26:00,240
u002,s0082,2025-03-06 21:42:00,411
u002,s0181,2025-03-06 23:48:00,225
u002,s0170,2025-03-07 01:31:00,363
u002,s0127,2025-03-07 02:14:00,48
u002,s0129,2025-03-07 02:51:00,332
u002,s0026,2025-03-07 04:20:00,255
u002,s0135,2025-03-07 04:50:00,263
u002,s0185,2025-03-07 04:58:00,103
u002,s0168,2025-03-07 06:47:00,109
u002,s0121,2025-03-07 07:11:00,165
u002,s0160,2025-03-07 08:42:00,384
u002,s0167,2025-03-07 10:28:00,71
u002,s0085,2025-03-07 14:11:00,375
u002,s0137,2025-03-07 17:55:00,224
u002,s0161,2025-03-07 19:21:00,397
u002,s0195,2025-03-07 23:13:00,279
u002,s0139,2025-03-08 03:01:00,48
u002,s0018,2025-03-08 05:44:00,150
u002,s0176,2025-03-08 08:30:00,177
u002,s0192,2025-03-08 09:33:00,76
u002,s0026,2025-03-08 11:29:00,419
u002,s0181,2025-03-08 14:16:00,81
u002,s0043,2025-03-08 16:14:00,385
u002,s0008,2025-03-08 17:35:00,53
u002,s0015,2025-03-08 19:03:00,180
u002,s0096,2025-03-08 20:39:00,250
u002,s0063,2025-03-08 21:21:00,301
u002,s0145,2025-03-08 23:11:00,379
u002,s0047,2025-03-09 02:38:00,117
u002,s0021,2025-03-09 03:27:00,342
u002,s0098,2025-03-09 07:14:00,347
u002,s0062,2025-03-09 10:13:00,284
u002,s0150,2025-03-09 14:11:00,103
u002,s0119,2025-03-09 15:15:00,356
u003,s0066,2025-03-01 02:02:00,371
u003,s0120,2025-03-01 02:09:00,177
u003,s0140,2025-03-01 05:07:00,110
u003,s0114,2025-03-01 05:30:00,206
u003,s0077,2025-03-01 08:05:00,357
u003,s0177,2025-03-01 09:58:00,158
u003,s0078,2025-03-01 11:59:00,131
u003,s0124,2025-03-01 13:42:00,84
u003,s0098,2025-03-01 14:47:00,322
u003,s0148,2025-03-01 16:23:00,181
u003,s0076,2025-03-01 19:27:00,41
u003,s0169,2025-03-01 23:04:00,232
u003,s0003,2025-03-02 00:19:00,319
u003,s0176,2025-03-02 04:05:00,411
u003,s0156,2025-03-02 04:22:00,411
u003,s0074,2025-03-02 06:34:00,147
u003,s0091,2025-03-02 09:14:00,142
u003,s0049,2025-03-02 12:01:00,347
u003,s0174,2025-03-02 13:10:00,416
u003,s0197,2025-03-02 16:19:00,367
u003,s0036,2025-03-02 19:18:00,351
u003,s0161,2025-03-02 19:47:00,360
u003,s0080,2025-03-02 20:02:00,255
u003,s0149,2025-03-02 20:15:00,216
u003,s0034,2025-03-02 23:27:00,76
u003,s0076,2025-03-03 03:24:00,197
u003,s0107,2025-03-03 06:40:00,119
u003,s0034,2025-03-03 07:36:00,306
u003,s0094,2025-03-03 11:25:00,301
u003,s0070,2025-03-03 13:38:00,114
u003,s0124,2025-03-03 14:48:00,181
u003,s0087,2025-03-03 18:04:00,88
u003,s0020,2025-03-03 20:08:00,102
u003,s0058,2025-03-03 23:26:00,376
u003,s0173,2025-03-04 02:36:00,233
u003,s0143,2025-03-04 06:17:00,217
u003,s0102,2025-03-04 06:45:00,37
u003,s0138,2025-03-04 07:57:00,93
u003,s0095,2025-03-04 09:58:00,374
u003,s0173,2025-03-04 13:14:00,164
u003,s0098,2025-03-04 15:48:00,356
u003,s0028,2025-03-04 17:28:00,375
u003,s0121,2025-03-04 18:32:00,42
u003,s0144,2025-03-04 21:15:00,197
u003,s0157,2025-03-05 01:14:00,143
u003,s0017,2025-03-05 04:04:00,355
u003,s0119,2025-03-05 07:39:00,388
u003,s0167,2025-03-05 09:01:00,239
u003,s0036,2025-03-05 09:35:00,53
u003,s0078,2025-03-05 09:49:00,282
u003,s0025,2025-03-05 10:23:00,150
u003,s0138,2025-03-05 14:15:00,99
u003,s0117,2025-03-05 15:59:00,219
u003,s0191,2025-03-05 18:55:00,386
u003,s0108,2025-03-05 21:18:00,330
u003,s0187,2025-03-06 00:33:00,109
u003,s0107,2025-03-06 04:24:00,365
u003,s0126,2025-03-06 04:54:00,345
u003,s0072,2025-03-06 06:43:00,46
u003,s0095,2025-03-06 09:44:00,141
u003,s0114,2025-03-06 11:42:00,150
u003,s0093,2025-03-06 15:25:00,80
u003,s0095,2025-03-06 18:25:00,308
u003,s0166,2025-03-06 22:20:00,213
u003,s0102,2025-03-06 22:40:00,171
u003,s0032,2025-03-06 23:33:00,262
u003,s0170,2025-03-07 00:01:00,138
u003,s0164,2025-03-07 02:50:00,335
u003,s0013,2025-03-07 03:00:00,200
u003,s0033,2025-03-07 04:07:00,319
u003,s0018,2025-03-07 05:04:00,313
u003,s0151,2025-03-07 06:02:00,140
u003,s0060,2025-03-07 09:35:00,198
u003,s0038,2025-03-07 12:58:00,335
u003,s0071,2025-03-07 13:03:00,104
u003,s0139,2025-03-07 13:41:00,158
u003,s0045,2025-03-07 17:10:00,86
u003,s0007,2025-03-07 20:04:00,97
u003,s0092,2025-03-07 20:12:00,151
u003,s0083,2025-03-07 22:47:00,38
u003,s0068,2025-03-07 23:36:00,56
u003,s0190,2025-03-08 00:13:00,245
u003,s0030,2025-03-08 02:32:00,411
u003,s0122,2025-03-08 02:53:00,259
u003,s0093,2025-03-08 06:17:00,292
u003,s0028,2025-03-08 08:53:00,261
u003,s0057,2025-03-08 11:06:00,344
u003,s0187,2025-03-08 11:22:00,367
u003,s0078,2025-03-08 13:40:00,264
u003,s0008,2025-03-08 16:29:00,61
u003,s0103,2025-03-08 18:36:00,248
u003,s0028,2025-03-08 21:36:00,281
u003,s0114,2025-03-09 00:43:00,67
u003,s0021,2025-03-09 04:38:00,194
u003,s0038,2025-03-09 07:18:00,63
u003,s0071,2025-03-09 07:55:00,349
u004,s0141,2025-03-01 02:34:00,394
u004,s0098,2025-03-01 04:02:00,335
u004,s0076,2025-03-01 06:22:00,262
u004,s0155,2025-03-01 08:36:00,250
u004,s0180,2025-03-01 09:06:00,88
u004,s0168,2025-03-01 12:49:00,363
u004,s0197,2025-03-01 16:38:00,312
u004,s0056,2025-03-01 19:47:00,250
u004,s0059,2025-03-01 21:47:00,241
u004,s0117,2025-03-01 23:18:00,234
u004,s0187,2025-03-02 01:09:00,78
u004,s0110,2025-03-02 02:34:00,190
u004,s0066,2025-03-02 05:29:00,221
u004,s0176,2025-03-02 06:13:00,272
u004,s0024,2025-03-02 06:35:00,73
u004,s0111,2025-03-02 07:03:00,79
u004,s0190,2025-03-02 10:18:00,220
u004,s0034,2025-03-02 13:50:00,314
u004,s0151,2025-03-02 14:10:00,317
u004,s0085,2025-03-02 16:38:00,373
u004,s0106,2025-03-02 17:14:00,211
u004,s0171,2025-03-02 21:02:00,414
u004,s0185,2025-03-02 22:55:00,56
u004,s0154,2025-03-03 00:13:00,189
u004,s0027,2025-03-03 01:48:00,325
u004,s0055,2025-03-03 04:02:00,109
u004,s0124,2025-03-03 06:55:00,144
u004,s0028,2025-03-03 10:36:00,209
u004,s0143,2025-03-03 14:17:00,218
u004,s0196,2025-03-03 14:51:00,172
u004,s0058,2025-03-03 17:22:00,249
u004,s0144,2025-03-03 21:03:00,348
u004,s0173,2025-03-03 23:45:00,359
u004,s0007,2025-03-04 02:12:00,341
u004,s0178,2025-03-04 05:05:00,166
u004,s0047,2025-03-04 05:17:00,169
u004,s0196,2025-03-04 08:21:00,188
u004,s0087,2025-03-04 12:21:00,209
u004,s0047,2025-03-04 12:27:00,103
u004,s0169,2025-03-04 14:56:00,235
u004,s0037,2025-03-04 15:18:00,409
u004,s0008,2025-03-04 18:05:00,76
u004,s0136,2025-03-04 21:21:00,140
u004,s0108,2025-03-04 23:02:00,262
u004,s0041,2025-03-05 00:34:00,219
u004,s0185,2025-03-05 01:58:00,196
u004,s0146,2025-03-05 05:21:00,335
u004,s0014,2025-03-05 05:47:00,109
u004,s0194,2025-03-05 06:32:00,346
u004,s0173,2025-03-05 06:49:00,71
u004,s0114,2025-03-05 08:03:00,368
u004,s0125,2025-03-05 09:56:00,340
u004,s0107,2025-03-05 11:54:00,169
u004,s0194,2025-03-05 12:54:00,292
u004,s0089,2025-03-05 13:28:00,250
u004,s0073,2025-03-05 14:01:00,377
u004,s0152,2025-03-05 16:59:00,279
u004,s0171,2025-03-05 19:18:00,187
u004,s0057,2025-03-05 19:34:00,232
u004,s0015,2025-03-05 22:12:00,33
u004,s0078,2025-03-05 23:09:00,138
u004,s0036,2025-03-06 02:30:00,160
u004,s0084,2025-03-06 03:49:00,91
u004,s0128,2025-03-06 03:55:00,412
u004,s0045,2025-03-06 05:50:00,96
u004,s0137,2025-03-06 07:32:00,390
u004,s0129,2025-03-06 08:35:00,316
u004,s0172,2025-03-06 12:13:00,211
u004,s0102,2025-03-06 12:36:00,409
u004,s0112,2025-03-06 12:51:00,39
u004,s0020,2025-03-06 14:53:00,190
u004,s0110,2025-03-06 17:25:00,323
u004,s0182,2025-03-06 19:13:00,357
u004,s0075,2025-03-06 21:04:00,88
u004,s0006,2025-03-06 22:52:00,196
u004,s0159,2025-03-06 23:40:00,265
u004,s0177,2025-03-07 03:17:00,215
u004,s0112,2025-03-07 03:44:00,84
u004,s0112,2025-03-07 04:51:00,331
u004,s0135,2025-03-07 06:38:00,70
u004,s0080,2025-03-07 08:24:00,411
u004,s0057,2025-03-07 09:55:00,200
u004,s0044,2025-03-07 13:19:00,69
u004,s0163,2025-03-07 15:34:00,88
u004,s0131,2025-03-07 17:54:00,129
u004,s0199,2025-03-07 21:50:00,208
u004,s0187,2025-03-07 23:24:00,360
u004,s0038,2025-03-08 02:57:00,150
u004,s0038,2025-03-08 03:28:00,161
u004,s0045,2025-03-08 04:23:00,338
u004,s0195,2025-03-08 05:07:00,418
u004,s0020,2025-03-08 07:59:00,120
u004,s0161,2025-03-08 11:21:00,282
u004,s0194,2025-03-08 13:24:00,318
u004,s0149,2025-03-08 16:43:00,259
u004,s0145,2025-03-08 19:42:00,359
u004,s0160,2025-03-08 22:29:00,195
u004,s0161,2025-03-09 02:15:00,191
u004,s0113,2025-03-09 02:58:00,64
u004,s0114,2025-03-09 05:03:00,353
u004,s0071,2025-03-09 06:25:00,332
u004,s0091,2025-03-09 06:44:00,289
u004,s0080,2025-03-09 07:07:00,266
u004,s0010,2025-03-09 09:07:00,59
u004,s0074,2025-03-09 10:46:00,69
u004,s0024,2025-03-09 13:36:00,344
u004,s0130,2025-03-09 16:13:00,226
u004,s0149,2025-03-09 18:16:00,313
u004,s0190,2025-03-09 21:43:00,51
u004,s0147,2025-03-09 23:43:00,363
u004,s0083,2025-03-10 00:36:00,339
u004,s0129,2025-03-10 02:42:00,107
u004,s0116,2025-03-10 03:02:00,82
u004,s0088,2025-03-10 06:34:00,395
u004,s0130,2025-03-10 07:00:00,360
u004,s0011,2025-03-10 07:49:00,156
u004,s0113,2025-03-10 10:55:00,254
u004,s0134,2025-03-10 13:14:00,342
u004,s0094,2025-03-10 13:59:00,220
u004,s0073,2025-03-10 17:58:00,228
u005,s0087,2025-03-01 03:23:00,377
u005,s0014,2025-03-01 06:01:00,353
u005,s0086,2025-03-01 08:51:00,63
u005,s0025,2025-03-01 10:20:00,315
u005,s0099,2025-03-01 13:18:00,175
u005,s0186,2025-03-01 14:27:00,366
u005,s0155,2025-03-01 18:24:00,106
u005,s0021,2025-03-01 19:54:00,328
u005,s0037,2025-03-01 22:48:00,209
u005,s0168,2025-03-02 00:12:00,387
u005,s0101,2025-03-02 03:06:00,96
u005,s0182,2025-03-02 05:43:00,73
u005,s0144,2025-03-02 07:07:00,222
u005,s0085,2025-03-02 09:56:00,95
u005,s0180,2025-03-02 12:52:00,408
u005,s0135,2025-03-02 15:52:00,77
u005,s0172,2025-03-02 18:42:00,246
u005,s0093,2025-03-02 20:57:00,39
u005,s0080,2025-03-02 22:34:00,122
u005,s0088,2025-03-02 23:33:00,278
u005,s0058,2025-03-03 00:27:00,100
u005,s0020,2025-03-03 01:11:00,181
u005,s0026,2025-03-03 04:52:00,289
u005,s0139,2025-03-03 08:14:00,408
u005,s0135,2025-03-03 12:05:00,49
u005,s0087,2025-03-03 14:59:00,346
u005,s0153,2025-03-03 15:37:00,222
u005,s0042,2025-03-03 16:21:00,122
u005,s0178,2025-03-03 19:58:00,349
u005,s0043,2025-03-03 23:30:00,399
u005,s0012,2025-03-04 01:27:00,240
u005,s0174,2025-03-04 03:05:00,398
u005,s0114,2025-03-04 04:10:00,342
u005,s0193,2025-03-04 05:27:00,413
u005,s0115,2025-03-04 08:52:00,149
u005,s0062,2025-03-04 11:13:00,188
u005,s0121,2025-03-04 14:45:00,129
u005,s0174,2025-03-04 16:24:00,322
u005,s0119,2025-03-04 18:21:00,174
u005,s0098,2025-03-04 21:45:00,287
u005,s0108,2025-03-05 00:05:00,112
u005,s0052,2025-03-05 03:39:00,339
u005,s0065,2025-03-05 04:19:00,56
u005,s0124,2025-03-05 07:08:00,220
u005,s0027,2025-03-05 09:34:00,394
u005,s0133,2025-03-05 13:15:00,93
u005,s0022,2025-03-05 14:32:00,420
u005,s0070,2025-03-05 15:18:00,260
u005,s0132,2025-03-05 19:14:00,105
u005,s0112,2025-03-05 22:51:00,76
u005,s0057,2025-03-06 02:49:00,260
u005,s0090,2025-03-06 06:40:00,43
u005,s0014,2025-03-06 08:31:00,232
u005,s0096,2025-03-06 10:44:00,150
u005,s0021,2025-03-06 12:27:00,221
u005,s0008,2025-03-06 13:29:00,193
u005,s0183,2025-03-06 13:59:00,362
u005,s0038,2025-03-06 15:29:00,100
u005,s0074,2025-03-06 15:43:00,271
u005,s0036,2025-03-06 18:46:00,418
u005,s0121,2025-03-06 21:51:00,259
u005,s0002,2025-03-07 00:33:00,70
u005,s0066,2025-03-07 00:42:00,140
u005,s0039,2025-03-07 04:20:00,310
u005,s0156,2025-03-07 07:31:00,300
u005,s0029,2025-03-07 09:24:00,177
u005,s0078,2025-03-07 10:29:00,92
u005,s0062,2025-03-07 10:46:00,244
u005,s0160,2025-03-07 13:34:00,264
u005,s0029,2025-03-07 13:55:00,285
u005,s0138,2025-03-07 16:32:00,38
u005,s0132,2025-03-07 19:18:00,324
u005,s0184,2025-03-07 20:24:00,103
u005,s0110,2025-03-07 21:43:00,30
u005,s0091,2025-03-08 00:25:00,153
u005,s0107,2025-03-08 02:56:00,125
u005,s0172,2025-03-08 05:51:00,73
u005,s0093,2025-03-08 08:10:00,64
u005,s0140,2025-03-08 10:29:00,289
u005,s0130,2025-03-08 13:55:00,313
u005,s0100,2025-03-08 14:05:00,270
u005,s0163,2025-03-08 14:21:00,228
u005,s0065,2025-03-08 16:01:00,412
u005,s0092,2025-03-08 16:10:00,64
u005,s0062,2025-03-08 17:43:00,405
u005,s0161,2025-03-08 20:36:00,83
u005,s0149,2025-03-08 23:58:00,406
u005,s0086,2025-03-09 03:16:00,98
u005,s0091,2025-03-09 03:32:00,309
u005,s0165,2025-03-09 05:03:00,119
u005,s0200,2025-03-09 08:40:00,380
u005,s0179,2025-03-09 10:43:00,275
u005,s0047,2025-03-09 13:29:00,99
u005,s0184,2025-03-09 13:50:00,264
u005,s0076,2025-03-09 14:04:00,133
u005,s0052,2025-03-09 14:20:00,51
u005,s0080,2025-03-09 15:45:00,293
u005,s0140,2025-03-09 17:31:00,272
u005,s0010,2025-03-09 18:40:00,415
u005,s0049,2025-03-09 21:30:00,176
u005,s0200,2025-03-09 23:06:00,54
u005,s0168,2025-03-10 02:52:00,199
u005,s0032,2025-03-10 04:06:00,218
u005,s0103,2025-03-10 06:02:00,410
u005,s0099,2025-03-10 07:59:00,203
u005,s0128,2025-03-10 08:51:00,384
u006,s0133,2025-03-01 01:39:00,166
u006,s0022,2025-03-01 05:09:00,402
u006,s0021,2025-03-01 07:02:00,250
u006,s0047,2025-03-01 09:41:00,309
u006,s0083,2025-03-01 11:01:00,82
u006,s0084,2025-03-01 11:26:00,368
u006,s0079,2025-03-01 12:46:00,258
u006,s0184,2025-03-01 15:25:00,248
u006,s0177,2025-03-01 16:12:00,257
u006,s0115,2025-03-01 17:46:00,51
u006,s0091,2025-03-01 20:57:00,344
u006,s0071,2025-03-01 22:53:00,357
u006,s0015,2025-03-02 02:20:00,68
u006,s0164,2025-03-02 05:16:00,237
u006,s0132,2025-03-02 06:54:00,413
u006,s0041,2025-03-02 09:52:00,45
u006,s0156,2025-03-02 10:33:00,377
u006,s0113,2025-03-02 13:58:00,47
u006,s0018,2025-03-02 14:35:00,150
u006,s0166,2025-03-02 17:59:00,217
u006,s0099,2025-03-02 19:36:00,320
u006,s0155,2025-03-02 19:49:00,108
u006,s0116,2025-03-02 22:47:00,219
u006,s0114,2025-03-03 00:27:00,420
u006,s0147,2025-03-03 00:51:00,100
u006,s0094,2025-03-03 03:11:00,233
u006,s0167,2025-03-03 04:36:00,172
u006,s0030,2025-03-03 05:44:00,43
u006,s0048,2025-03-03 08:57:00,285
u006,s0100,2025-03-03 11:14:00,317
u006,s0068,2025-03-03 11:49:00,163
u006,s0115,2025-03-03 14:54:00,139
u006,s0074,2025-03-03 17:35:00,385
u006,s0126,2025-03-03 21:34:00,132
u006,s0035,2025-03-03 22:10:00,67
u006,s0045,2025-03-04 00:10:00,395
u006,s0023,2025-03-04 02:08:00,379
u006,s0082,2025-03-04 05:49:00,371
u006,s0182,2025-03-04 07:22:00,63
u006,s0139,2025-03-04 09:47:00,178
u006,s0077,2025-03-04 13:40:00,110
u006,s0182,2025-03-04 16:47:00,388
u006,s0045,2025-03-04 19:35:00,215
u006,s0058,2025-03-04 21:50:00,92
u006,s0036,2025-03-04 22:46:00,151
u006,s0127,2025-03-05 02:13:00,43
u006,s0142,2025-03-05 03:50:00,323
u006,s0120,2025-03-05 05:29:00,312
u006,s0157,2025-03-05 06:07:00,74
u006,s0080,2025-03-05 06:28:00,233
u006,s0185,2025-03-05 09:36:00,275
u006,s0106,2025-03-05 11:55:00,239
u006,s0148,2025-03-05 15:30:00,67
u006,s0082,2025-03-05 16:07:00,358
u006,s0116,2025-03-05 16:30:00,268
u006,s0133,2025-03-05 19:29:00,206
u006,s0200,2025-03-05 20:06:00,312
u006,s0151,2025-03-05 22:54:00,123
u006,s0034,2025-03-06 02:15:00,251
u006,s0015,2025-03-06 04:28:00,93
u006,s0040,2025-03-06 06:45:00,185
u006,s0042,2025-03-06 07:32:00,195
u006,s0058,2025-03-06 10:38:00,207
u006,s0073,2025-03-06 12:55:00,70
u006,s0051,2025-03-06 14:04:00,355
u006,s0071,2025-03-06 16:30:00,94
u006,s0078,2025-03-06 19:15:00,344
u006,s0024,2025-03-06 21:36:00,287
